202402-83142;2024-02-21;RAFAEL GOMES;rafael.gomes@mail.com;Norte;PA;Belém;Headset;HDS-53338;5;R$ 2.019,25;1300.97;0;119,66;Débito;Daniela;Canceled;;orders_raw_2024_02.csv
202402-44614;05-02-24;LUCAS ROCHA;lucas.rocha@empresa.com.br;Centro-Oeste;MS;Campo Grande;smartphone;SPH-28387;5;3.946,30;3.313,92;0;192.16;Débito;Bruno;Shipped;;orders_raw_2024_02.csv
202402-11342;2024-02-04;PAULA DIAS;paula.dias@empresa.com.br; SUL ;PR;Londrina;Teclado;TCL-39855;5;R$ 2.830,72;1.468,75;0%;177.52;Crédito;Bruno;Canceled;  urgente  ;orders_raw_2024_02.csv
202402-90353;2024-02-21;Pedro Lima;pedro.lima@exemplo;sudeste;ES;Vila Velha;teclado;TCL-21719;14;R$ 266,10;153,51;15;8.44;Débito;Carlos;Shipped;;orders_raw_2024_02.csv
202402-38709;11/02/2024; Carla Souza ;carla.souza@empresa.com.br;Sul;PR;Londrina; Smartphone ;SPH-24451;14;R$ 3.372,44;2438.29;15;41,95;Boleto;Bruno;Shipped;;orders_raw_2024_02.csv
202402-98951;15-02-24;Carla Souza;carla.souza@mail.com; NO ;RO;Porto Velho  ; Monitor ;MON-55713;6 un;R$ 4.770,33;2707.65;5;23,35;Pix;Gabriel;Shipped;;orders_raw_2024_02.csv
202402-41350;12/02/2024;MARIA ALVES;maria.alves@empresa.com.br; NO ;PA;Ananindeua; Mouse ;MSE-75144;7;2.758,26;1878.54;0;;Débito;Helena;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-67675;2024-02-20;Marina Melo;marina.melo@exemplo.com;Norte;AC;AC; Impressora ;IMP-48573;8;R$ 953,86;R$ 496,76;0;6.64;Transferência;Carlos;Pending;;orders_raw_2024_02.csv
202402-99222;26/02/2024;aline moraes;aline.moraes@empresa.com.br;norte;PA;Belém;Teclado;TCL-74328;15;R$ 2.006,00;1220.2;10%;R$ 171,26;Boleto;Carlos;Shipped;verificar endereço;orders_raw_2024_02.csv
202402-23621;07 Feb 2024;Marina Melo;marina.melo@mail.com;NE;PE;Recife;Smartphone;SPH-83027;12;R$ 860,67;R$ 613,90;0;;Débito;Helena;Shipped;;orders_raw_2024_02.csv
202402-52783;18/02/2024;MARINA MELO;marina.melo@exemplo.com;norte;TO;Palmas;MOUSE;MSE-59792;9;4.954,88;2.743,72;10;57,78;Crédito;Carlos;Shipped;  urgente  ;orders_raw_2024_02.csv
202402-83636;21 Feb 2024;CARLA SOUZA;carla.souza@mail.com; NO ;AC;AC;MONITOR;MON-05620;8;4.495,02;2.881,56;0;R$ 46,59;Débito;Fernanda;Shipped;;orders_raw_2024_02.csv
202402-27739;2024-02-20;Rafael Gomes;rafael.gomes@mail.com;Sul;RS;Porto Alegre;HEADSET;HDS-39092;15;4.047,62;R$ 2.921,60;0;25,88;Pix;Helena;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-62317;05/02/2024;marina melo;marina.melo@exemplo;Nordeste;MA;MA;mouse;MSE-10597;2;R$ 2.738,86;R$ 2.264,06;0;51,31;Crédito;Gabriel;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-57763;16/02/2024;MARINA MELO;marina.melo@mail.com;Sul;RS;Porto Alegre;MOUSE;MSE-28724;7;1.039,33;755,65;15;85,84;Débito;Ana;Shipped;;orders_raw_2024_02.csv
202402-39474;07-02-24;aline moraes;aline.moraes@mail.com;Centro-Oeste;DF;Brasília;Teclado;TCL-08494;5;R$ 2.093,53;;10%;73.34;Débito;Ana;Pending;verificar endereço;orders_raw_2024_02.csv
202402-42886;09 Feb 2024;lucas rocha;lucas.rocha@exemplo.com;sudeste;ES;Vitória;mouse;MSE-33887;7;3.784,78;R$ 2.856,49;5%;78.87;Boleto;Gabriel;Shipped;  urgente  ;orders_raw_2024_02.csv
202402-73741;10/02/2024;tiago cunha;tiago.cunha@empresa.com.br;Centro-Oeste;MS;Campo Grande;Monitor;MON-41947;9 un;R$ 5.102,50;R$ 2.919,19;0;R$ 169,65;Crédito;Bruno;Pending;;orders_raw_2024_02.csv
202402-37701;12-02-24;Pedro Lima;pedro.lima@mail.com;Centro-Oeste;MT;Cuiabá;NOTEBOOK;NBK-02514;4;1.523,09;;10;13.77;Transferência;Fernanda;Shipped;;orders_raw_2024_02.csv
202402-76387;10/02/2024;ALINE MORAES;aline.moraes@exemplo; NO ;TO;Palmas; Smartphone ;SPH-58503;9;R$ 2.932,36;R$ 2.212,31;5%;;Débito;Ana;Pending;;orders_raw_2024_02.csv
202402-20712;01 Feb 2024;Carla Souza;carla.souza@exemplo.com; NORDESTE ;RN;Natal;TECLADO;TCL-68372;2;R$ 3.430,50;2.030,48;0;R$ 152,56;Débito;Eduardo;Pending;;orders_raw_2024_02.csv
202402-20082;21 Feb 2024;Tiago Cunha;tiago.cunha@exemplo.com;Sudeste;ES;Vitória; Headset ;HDS-72557;2;R$ 1.435,82;R$ 1.035,98;5;;Pix;Gabriel;Shipped;  urgente  ;orders_raw_2024_02.csv
202402-58848;19/02/2024; Maria Alves ;maria.alves@mail.com;Norte;AC;AC;Teclado;TCL-38260;14;3.105,04;2337.11;0;138.44;Boleto;Eduardo;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-59780;2024-02-16; CARLA SOUZA ;carla.souza@exemplo.com;centro oeste;MT;Cuiabá;headset;HDS-01414;3;5.166,20;R$ 3.709,51;0%;167.34;Boleto;Fernanda;Pending;;orders_raw_2024_02.csv
202402-24993;20-02-24;Rafael Gomes;rafael.gomes@mail.com; SUL ;RS;Porto Alegre; SMARTPHONE ;SPH-34527;9;R$ 3.742,46;2002.49;0;R$ 172,24;Pix;Eduardo;Shipped;  urgente  ;orders_raw_2024_02.csv
202402-53877;23 Feb 2024;Aline Moraes;aline.moraes@empresa.com.br;NE;PB;PB;Smartphone;SPH-38436;1;768,35;576.88;15;52.46;Débito;Fernanda;Canceled;;orders_raw_2024_02.csv
202402-53795;2024-02-12; Lucas Rocha ;lucas.rocha@exemplo.com;Centro Oeste;DF;Brasília;Mouse;MSE-20331;7;590,31;393.82;15;145.97;Boleto;Helena;Pending;;orders_raw_2024_02.csv
202402-26535;04-02-24;Marina Melo;marina.melo@mail.com;nordeste;MA;MA; IMPRESSORA ;IMP-49404;4;R$ 2.393,89;1.262,44;10;116,01;Boleto;Daniela;Pending;cliente pediu NF-e;orders_raw_2024_02.csv
202402-61161;2024-02-15;joão silva;joão.silva@exemplo; NO ;PA;Ananindeua;Notebook;NBK-82915;7;186,85;156.08;0;;Débito;Helena;Pending;;orders_raw_2024_02.csv
202402-58131;09/02/2024;lucas rocha;lucas.rocha@empresa.com.br;CENTRO-OESTE;GO;Goiânia;notebook;NBK-39592;1;R$ 3.656,83;;10;R$ 189,38;Crédito;Gabriel;Canceled;;orders_raw_2024_02.csv
202402-47526;14-02-24;PAULA DIAS;paula.dias@exemplo.com; SUDESTE;ES;Vila Velha;Monitor;MON-28436;14;1.182,50;801,62;10%;180.99;Crédito;Gabriel;Shipped;  urgente  ;orders_raw_2024_02.csv
202402-40594;18 Feb 2024;TIAGO CUNHA;tiago.cunha@empresa.com.br;Norte;AP;AP;MONITOR;MON-67189;10;R$ 1.453,11;881,54;10;142.67;Transferência;Ana;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-60772;12-02-24;Paula Dias;paula.dias@empresa.com.br;norte;AP;AP; Headset ;HDS-76744;5;615,47;511,79;15;175,80;Pix;Bruno;Pending;cliente pediu NF-e;orders_raw_2024_02.csv
202402-66186;22 Feb 2024;Pedro Lima;pedro.lima@mail.com;NE;MA;MA; smartphone ;SPH-45764;2;R$ 2.567,24;1.597,49;15;46,76;Crédito;Eduardo;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-94365;2024-02-12;LUCAS ROCHA;lucas.rocha@empresa.com.br;Norte;TO;Palmas;Headset;HDS-18977;2;3.382,33;2.220,51;0;151.47;Transferência;Eduardo;Shipped;verificar endereço;orders_raw_2024_02.csv
202402-87514;14 Feb 2024; maria alves ;maria.alves@exemplo.com;nordeste;AL;AL;Smartphone;SPH-95259;12;4.083,85;2400.49;10;39.83;Boleto;Carlos;Shipped;  urgente  ;orders_raw_2024_02.csv
202402-21554;2024-02-04; pedro lima ;pedrolima; NO ;AM;Manaus;teclado;TCL-99938;11;3.279,76;R$ 2.310,17;0;R$ 130,91;Débito;Ana;Shipped;;orders_raw_2024_02.csv
202402-11283;20/02/2024;pedro lima;pedro.lima@exemplo.com;Nordeste;MA;MA;headset;HDS-30432;10;5.039,73;R$ 4.228,66;0;160,56;Crédito;Carlos;Shipped;;orders_raw_2024_02.csv
202402-49149;08 Feb 2024; Carla Souza ;carlasouza;Nordeste;MA;MA; IMPRESSORA ;IMP-19554;5;R$ 5.197,28;;5;;Crédito;Eduardo;Shipped;verificar endereço;orders_raw_2024_02.csv
202402-84684;01/02/2024;Rafael Gomes;rafael.gomes@empresa.com.br; NO ;AM;Manaus;SMARTPHONE;SPH-71877;11;R$ 3.078,32;2.587,28;15;91,65;Débito;Carlos;Pending;cliente pediu NF-e;orders_raw_2024_02.csv
202402-26243;09/02/2024;carla souza;carla.souza@exemplo;norte;RR;RR;MOUSE;MSE-82071;8;937,98;R$ 571,76;15;;Débito;Ana;Pending;;orders_raw_2024_02.csv
202402-89590;2024-02-18; MARINA MELO ;marinamelo;sudeste;SP;São Paulo;smartphone;SPH-39016;15;1.005,65;610,66;5;;Transferência;Bruno;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-57202;03 Feb 2024;Carla Souza;carla.souza@mail.com;sul;SC;Joinville;Headset;HDS-46153;2;R$ 4.965,98;R$ 3.556,67;0;65.56;Débito;Daniela;Shipped;verificar endereço;orders_raw_2024_02.csv
202402-44079;06 Feb 2024;JOÃO SILVA;joão.silva@empresa.com.br;NE;CE;Fortaleza; Mouse ;MSE-23756;8;4.797,66;3.683,86;15;R$ 23,51;Transferência;Ana;Pending;  urgente  ;orders_raw_2024_02.csv
202402-99222;26/02/2024;aline moraes;aline.moraes@empresa.com.br;norte;PA;Belém;Teclado;TCL-74328;15;R$ 2.006,00;1220.2;10%;R$ 171,26;Boleto;Carlos;Shipped;verificar endereço;orders_raw_2024_02.csv
202402-80690;06/02/2024;rafael gomes;rafael.gomes@mail.com;Centro Oeste;DF;Brasília;impressora;IMP-97581;10;3.803,58;R$ 2.376,22;0;53,76;Pix;Helena;Shipped;;orders_raw_2024_02.csv
202402-88892;27/02/2024; TIAGO CUNHA ;tiago.cunha@exemplo.com;Centro-Oeste;MT;Cuiabá;TECLADO;TCL-09339;2;2.706,84;1804.08;0%;6.13;Boleto;Ana;Shipped;;orders_raw_2024_02.csv
202402-86375;27-02-24; RAFAEL GOMES ;rafael.gomes@mail.com; SUL ;RS;Porto Alegre;Smartphone;SPH-10727;7;1.932,98;R$ 1.618,56;0%;;Débito;Gabriel;Pending;verificar endereço;orders_raw_2024_02.csv
202402-68802;24/02/2024;lucas rocha;lucas.rocha@exemplo;Norte;AP;AP;MONITOR;MON-52680;12;4.070,57;R$ 2.578,37;5;114,11;Pix;Daniela;Shipped;verificar endereço;orders_raw_2024_02.csv
202402-31012;06 Feb 2024;Carla Souza;carlasouza;CENTRO-OESTE;MS;Campo Grande  ;TECLADO;TCL-25035;8;R$ 4.715,86;R$ 3.454,82;10;R$ 0,12;Débito;Daniela;Shipped;;orders_raw_2024_02.csv
202402-74137;2024-02-26;Maria Alves;maria.alves@mail.com;Nordeste;MA;MA;TECLADO;TCL-27273;13;R$ 1.928,99;1434.88;0;1.99;Boleto;Fernanda;Shipped;;orders_raw_2024_02.csv
202402-63110;27/02/2024;MARIA ALVES;maria.alves@mail.com;centro oeste;MT;Cuiabá; Teclado ;TCL-92019;12;1.355,03;R$ 690,74;15;R$ 26,23;Boleto;Bruno;Canceled;;orders_raw_2024_02.csv
202402-17219;14 Feb 2024;CARLA SOUZA;carla.souza@exemplo.com; SUL ;RS;Caxias do Sul;Mouse;MSE-19444;10;472,50;344.7;10;159,75;Crédito;Carlos;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-58131;09/02/2024;lucas rocha;lucas.rocha@empresa.com.br;CENTRO-OESTE;GO;Goiânia;notebook;NBK-39592;1;R$ 3.656,83;;10;R$ 189,38;Crédito;Gabriel;Canceled;;orders_raw_2024_02.csv
202402-57163;10/02/2024;Marina Melo;marina.melo@exemplo.com;Centro-Oeste;GO;Anápolis;Smartphone;SPH-84489;13;R$ 4.336,55;R$ 2.383,02;15;;Pix;Ana;Shipped;;orders_raw_2024_02.csv
202402-99345;16-02-24;Marina Melo;marina.melo@empresa.com.br;norte;TO;Palmas;Mouse;MSE-25546;3 un;R$ 724,02;521.25;0;49.79;Crédito;Gabriel;Shipped;;orders_raw_2024_02.csv
202402-96143;09 Feb 2024;ALINE MORAES;aline.moraes@exemplo.com;Nordeste;PB;PB;Impressora;IMP-43782;12;R$ 1.142,91;641.09;0;R$ 199,00;Débito;Helena;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-34669;22 Feb 2024; Marina Melo ;marina.melo@exemplo.com; NO ;AC;AC; MONITOR ;MON-91773;11 un;2.867,41;1.731,84;5;162.47;Débito;Bruno;Shipped;;orders_raw_2024_02.csv
202402-33002;01 Feb 2024;Marina Melo;marina.melo@empresa.com.br;Centro-Oeste;MT;Cuiabá;headset;HDS-94920;15;3.612,45;;0;85,83;Boleto;Bruno;Shipped;;orders_raw_2024_02.csv
202402-45272;06 Feb 2024;Paula Dias;paula.dias@empresa.com.br;Região Sul;SC;Florianópolis;notebook;NBK-85733;12;R$ 1.330,50;806,79;15;181.37;Crédito;Helena;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202402-49149;08 Feb 2024; Carla Souza ;carlasouza;Nordeste;MA;MA; IMPRESSORA ;IMP-19554;5;R$ 5.197,28;;5;;Crédito;Eduardo;Shipped;verificar endereço;orders_raw_2024_02.csv
202402-19285;23-02-24;paula dias;paula.dias@exemplo;Norte;TO;Palmas;Impressora;IMP-34435;4;R$ 4.660,94;R$ 2.693,68;5;109,52;Transferência;Gabriel;Shipped;;orders_raw_2024_02.csv
202402-83047;06 Feb 2024;RAFAEL GOMES;rafaelgomes;Norte;PA;Ananindeua;Notebook;NBK-36487;9;2.403,00;;0;R$ 138,76;Transferência;Eduardo;Canceled;cliente pediu NF-e;orders_raw_2024_02.csv
202402-46171;04-02-24;Carla Souza;carla.souza@exemplo.com;centro oeste;MS;Campo Grande;Mouse;MSE-46777;7;1.884,97;1.425,54;5%;152.87;Pix;Daniela;Shipped;  urgente  ;orders_raw_2024_02.csv
202402-25162;02/02/2024;aline moraes;aline.moraes@empresa.com.br;Centro Oeste;DF;Brasília; TECLADO ;TCL-70885;15;4.889,27;R$ 3.030,75;0%;;Crédito;Gabriel;Pending;;orders_raw_2024_02.csv
202402-88537;2024-02-20;Maria Alves;mariaalves;Centro-Oeste;DF;Brasília;Notebook;NBK-33643;4;312,85;243,63;0;142.8;Boleto;Gabriel;Shipped;verificar endereço;orders_raw_2024_02.csv
202402-95139;08-02-24;TIAGO CUNHA;tiago.cunha@exemplo.com; SUL ;SC;Florianópolis; Mouse ;MSE-63773;10;R$ 904,66;762.15;15%;188,05;Pix;Helena;Pending;;orders_raw_2024_02.csv
202402-81901;2024-02-07;PAULA DIAS;paula.dias@empresa.com.br;Centro Oeste;MS;Campo Grande;Smartphone;SPH-15740;15;R$ 4.474,26;3.340,47;10%;52,07;Crédito;Eduardo;Canceled;  urgente  ;orders_raw_2024_02.csv
202402-34438;24 Feb 2024; tiago cunha ;tiago.cunha@empresa.com.br;Sud-este;MG;Belo Horizonte;teclado;TCL-86193;4;R$ 1.499,47;820,67;0;163.78;Crédito;Eduardo;Shipped;;orders_raw_2024_02.csv
202402-14999;12/02/2024;ALINE MORAES;aline.moraes@empresa.com.br; SUL ;PR;Curitiba;Impressora;IMP-78658;3;R$ 2.471,24;1534.65;0;R$ 114,62;Crédito;Fernanda;Canceled;  urgente  ;orders_raw_2024_02.csv
202402-16939;15/02/2024; JOÃO SILVA ;joão.silva@empresa.com.br;Centro-Oeste;DF;Brasília;SMARTPHONE;SPH-42411;12;1.617,96;1.269,11;0;82.14;Boleto;Helena;Shipped;  urgente  ;orders_raw_2024_02.csv
202402-83061;2024-02-15;paula dias;paula.dias@empresa.com.br;Região Sul;RS;Porto Alegre;MONITOR;MON-07493;5;3.263,11;2554.39;15;R$ 153,72;Crédito;Daniela;Shipped;cliente pediu NF-e;orders_raw_2024_02.csv
202403-76664;10-03-24;Marina Melo;marina.melo@mail.com;Sud-este;RJ;Niterói;headset;HDS-97944;4;4.639,99;3.152,80;0;147.43;Transferência;Helena;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-41639;03/03/2024;Pedro Lima;pedro.lima@exemplo;Sud-este;MG;Uberlândia;MONITOR;MON-23495;9;R$ 178,88;119.57;15;R$ 70,22;Crédito;Ana;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-16531;04/03/2024;Aline Moraes;aline.moraes@exemplo;Sudeste;ES;Vila Velha  ;SMARTPHONE;SPH-85552;4;R$ 5.057,56;R$ 3.090,25;10;144.79;Boleto;Gabriel;Shipped;;orders_raw_2024_03.csv
202403-20910;28 Mar 2024; MARIA ALVES ;maria.alves@exemplo.com;Região Sul;RS;Porto Alegre;Notebook;NBK-55801;4;3.104,82;R$ 1.625,97;0;R$ 21,59;Boleto;Eduardo;Shipped;;orders_raw_2024_03.csv
202403-10675;17 Mar 2024; tiago cunha ;tiago.cunha@exemplo.com;Centro-Oeste;MS;Campo Grande;Notebook;NBK-56212;14;3.060,55;2233.47;10;41,47;Transferência;Gabriel;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-79028;08-03-24;joão silva;joão.silva@mail.com;norte;AP;AP;Monitor;MON-48564;6;3.679,23;2183.41;15%;151.12;Transferência;Gabriel;Shipped;;orders_raw_2024_03.csv
202403-73126;10 Mar 2024; joão silva ;joão.silva@mail.com;Centro-Oeste;GO;Goiânia;smartphone;SPH-35290;5;R$ 4.627,98;2727.45;0;R$ 25,18;Débito;Bruno;Pending;verificar endereço;orders_raw_2024_03.csv
202403-21353;2024-03-23;LUCAS ROCHA;lucas.rocha@exemplo; SUDESTE;SP;Santos; MOUSE ;MSE-97421;11;R$ 3.152,82;R$ 1.945,84;0;154.18;Boleto;Daniela;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-31830;07-03-24;Marina Melo;marina.melo@exemplo.com;sudeste;MG;Uberlândia;Impressora;IMP-87573;2;R$ 614,56;;0;33.4;Transferência;Ana;Shipped;;orders_raw_2024_03.csv
202403-32900;23-03-24;rafael gomes;rafael.gomes@mail.com;NE;BA;Feira de Santana;Impressora;IMP-12701;11;R$ 3.640,54;R$ 2.247,71;0;7.75;Boleto;Daniela;Shipped;;orders_raw_2024_03.csv
202403-77504;06 Mar 2024;carla souza;carla.souza@exemplo;norte;TO;Palmas;TECLADO;TCL-19189;9;R$ 3.739,99;;15;40.26;Transferência;Carlos;Shipped;;orders_raw_2024_03.csv
202403-12229;14/03/2024;Lucas Rocha;lucas.rocha@exemplo.com;centro oeste;GO;Goiânia; Impressora ;IMP-58189;4;R$ 1.737,94;891,74;0%;185.75;Boleto;Gabriel;Shipped;;orders_raw_2024_03.csv
202403-98890;16 Mar 2024;Tiago Cunha;tiago.cunha@mail.com;sul;RS;Caxias do Sul; Monitor ;MON-56286;13;R$ 2.516,56;1.977,29;5;74.74;Débito;Fernanda;Canceled;cliente pediu NF-e;orders_raw_2024_03.csv
202403-88235;24/03/2024;João Silva;joão.silva@empresa.com.br;centro oeste;DF;Brasília;Teclado;TCL-63864;11;R$ 2.576,57;2.087,34;10;114,29;Crédito;Eduardo;Shipped;;orders_raw_2024_03.csv
202403-52216;28 Mar 2024;LUCAS ROCHA;lucasrocha;Sud-este;MG;Uberlândia; Impressora ;IMP-04572;3;R$ 2.083,50;1565.43;10;R$ 198,51;Pix;Carlos;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-41799;2024-03-24;Maria Alves;maria.alves@empresa.com.br; NO ;RO;Porto Velho; Mouse ;MSE-71113;7;1.107,41;866.33;0;76,56;Boleto;Bruno;Pending;cliente pediu NF-e;orders_raw_2024_03.csv
202403-45624;04/03/2024;LUCAS ROCHA;lucas.rocha@mail.com; NORDESTE ;CE;Fortaleza;mouse;MSE-99985;12;R$ 3.452,62;;0;106.55;Boleto;Gabriel;Shipped;;orders_raw_2024_03.csv
202403-71362;25 Mar 2024;rafael gomes;rafael.gomes@mail.com; SUDESTE;RJ;Rio de Janeiro;Smartphone;SPH-73502;3;2.511,12;R$ 2.006,59;0;75.85;Pix;Carlos;Shipped;;orders_raw_2024_03.csv
202403-20910;28 Mar 2024; MARIA ALVES ;maria.alves@exemplo.com;Região Sul;RS;Porto Alegre;Notebook;NBK-55801;4;3.104,82;R$ 1.625,97;0;R$ 21,59;Boleto;Eduardo;Shipped;;orders_raw_2024_03.csv
202403-36057;12-03-24;Paula Dias;paula.dias@mail.com; SUDESTE;ES;Vila Velha; Headset ;HDS-71329;10;R$ 2.203,66;1256.16;0;24,29;Boleto;Daniela;Shipped;;orders_raw_2024_03.csv
202403-77836;12/03/2024; maria alves ;maria.alves@exemplo.com;norte;TO;Palmas; Monitor ;MON-10592;11;R$ 4.619,17;R$ 2.507,24;0;132,66;Débito;Daniela;Shipped;;orders_raw_2024_03.csv
202403-16837;27 Mar 2024;tiago cunha;tiago.cunha@exemplo.com;Sudeste;RJ;Petrópolis;MOUSE;MSE-19280;9;R$ 5.030,00;2.636,09;0;R$ 125,24;Débito;Helena;Pending;  urgente  ;orders_raw_2024_03.csv
202403-80543;28 Mar 2024;Rafael Gomes;rafael.gomes@exemplo;norte;AP;AP; Mouse ;MSE-99287;15;R$ 1.670,22;878.6;5;17.47;Crédito;Helena;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-21833;05/03/2024;João Silva;joão.silva@exemplo.com;Nordeste;SE;SE;headset;HDS-73523;2;4.065,44;2.841,01;15%;194,58;Pix;Daniela;Shipped;;orders_raw_2024_03.csv
202403-83003;15-03-24;PEDRO LIMA;pedro.lima@empresa.com.br; SUDESTE;RJ;Niterói;Notebook;NBK-43135;4;R$ 1.137,88;645.33;0;;Crédito;Bruno;Canceled;verificar endereço;orders_raw_2024_03.csv
202403-72988;05-03-24;pedro lima;pedro.lima@exemplo.com;centro oeste;MS;Campo Grande; SMARTPHONE ;SPH-36495;10;R$ 1.966,32;R$ 1.669,04;10;176,68;Boleto;Gabriel;Pending;cliente pediu NF-e;orders_raw_2024_03.csv
202403-31669;18-03-24;Lucas Rocha;lucas.rocha@exemplo.com;Norte;TO;Palmas;Mouse;MSE-41580;1;R$ 4.280,91;3183.7;5;85.74;Boleto;Eduardo;Pending;;orders_raw_2024_03.csv
202403-45624;04/03/2024;LUCAS ROCHA;lucas.rocha@mail.com; NORDESTE ;CE;Fortaleza;mouse;MSE-99985;12;R$ 3.452,62;;0;106.55;Boleto;Gabriel;Shipped;;orders_raw_2024_03.csv
202403-69723;15/03/2024;Maria Alves;maria.alves@exemplo.com;CENTRO-OESTE;MS;Campo Grande;IMPRESSORA;IMP-56553;4;R$ 4.884,21;2.510,59;0;144.11;Crédito;Gabriel;Canceled;  urgente  ;orders_raw_2024_03.csv
202403-62370;26 Mar 2024; TIAGO CUNHA ;tiago.cunha@exemplo.com;sul;PR;Londrina;Notebook;NBK-76383;6;4.094,62;R$ 3.443,87;0;65.49;Pix;Daniela;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-97800;16 Mar 2024;aline moraes;aline.moraes@exemplo.com;Norte;AP;AP;Smartphone;SPH-33452;5;2.282,32;1405.58;0;R$ 65,59;Crédito;Bruno;Canceled;  urgente  ;orders_raw_2024_03.csv
202403-57290;24 Mar 2024; marina melo ;marina.melo@mail.com;NE;MA;MA;MOUSE;MSE-65694;10;R$ 2.978,96;1.610,68;0;15.77;Débito;Gabriel;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-12419;08 Mar 2024;Paula Dias;paula.dias@mail.com;NE;MA;MA;Impressora;IMP-70616;13;R$ 4.368,42;3.683,02;10%;;Boleto;Helena;Shipped;;orders_raw_2024_03.csv
202403-17807;21 Mar 2024;PAULA DIAS;paula.dias@mail.com;centro oeste;GO;Anápolis;SMARTPHONE;SPH-70629;6;R$ 4.048,67;2356.72;0;;Pix;Ana;Pending;;orders_raw_2024_03.csv
202403-64386;17-03-24;CARLA SOUZA;carla.souza@empresa.com.br; NORDESTE ;PI;PI; smartphone ;SPH-55700;3;276,70;R$ 162,69;0%;R$ 91,91;Pix;Fernanda;Pending;;orders_raw_2024_03.csv
202403-13453;2024-03-13;aline moraes;aline.moraes@mail.com;Centro Oeste;GO;Anápolis  ;SMARTPHONE;SPH-80218;12;R$ 4.827,84;3009.08;0;113.26;Transferência;Daniela;Shipped;;orders_raw_2024_03.csv
202403-76663;24/03/2024;Pedro Lima;pedro.lima@exemplo.com;Centro Oeste;MT;Cuiabá; Impressora ;IMP-68453;6;1.698,38;946.45;10;186,44;Débito;Bruno;Canceled;;orders_raw_2024_03.csv
202403-35882;19/03/2024;TIAGO CUNHA;tiago.cunha@empresa.com.br;sul;RS;Porto Alegre;Impressora;IMP-11709;5;3.144,59;2157.22;0;R$ 111,58;Pix;Eduardo;Pending;verificar endereço;orders_raw_2024_03.csv
202403-32900;23-03-24;rafael gomes;rafael.gomes@mail.com;NE;BA;Feira de Santana;Impressora;IMP-12701;11;R$ 3.640,54;R$ 2.247,71;0;7.75;Boleto;Daniela;Shipped;;orders_raw_2024_03.csv
202403-41264;12 Mar 2024;Carla Souza;carla.souza@mail.com;Centro Oeste;GO;Goiânia;teclado;TCL-40440;3;R$ 3.965,58;;0%;;Crédito;Bruno;Shipped;;orders_raw_2024_03.csv
202403-47921;18 Mar 2024;Maria Alves;maria.alves@empresa.com.br; NORDESTE ;PI;PI;monitor;MON-64974;12;R$ 3.950,73;3080.74;5;183,24;Transferência;Ana;Pending;;orders_raw_2024_03.csv
202403-25757;19-03-24;paula dias;pauladias;Sul;PR;Curitiba; smartphone ;SPH-97997;15;3.284,02;2235.45;0;30.28;Débito;Gabriel;Pending;;orders_raw_2024_03.csv
202403-50062;20-03-24; MARIA ALVES ;maria.alves@empresa.com.br;CENTRO-OESTE;GO;Anápolis; Smartphone ;SPH-84515;11;3.531,70;2207.08;0%;R$ 196,60;Transferência;Helena;Shipped;;orders_raw_2024_03.csv
202403-66028;22 Mar 2024;Aline Moraes;aline.moraes@exemplo.com;CENTRO-OESTE;GO;Goiânia;Impressora;IMP-60628;14;R$ 360,92;R$ 209,66;15;123,18;Crédito;Bruno;Shipped;;orders_raw_2024_03.csv
202403-82902;19/03/2024;JOÃO SILVA;joão.silva@empresa.com.br;sul;PR;Curitiba; notebook ;NBK-90590;8;2.012,64;;15;149,09;Débito;Gabriel;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-13198;05-03-24;CARLA SOUZA;carla.souza@empresa.com.br;norte;RO;Porto Velho;Headset;HDS-49145;11;1.304,44;R$ 775,10;15;;Crédito;Fernanda;Pending;;orders_raw_2024_03.csv
202403-28489;09 Mar 2024;Aline Moraes;aline.moraes@exemplo.com;CENTRO-OESTE;MT;Cuiabá;MONITOR;MON-76589;9;R$ 1.891,00;1087.54;15%;34.67;Transferência;Fernanda;Shipped;verificar endereço;orders_raw_2024_03.csv
